unit_id,threshold,num_windows,first_cycle,last_cycle,last_true_rul,last_decision_rul,true_cross_exists,pred_cross_exists,true_cross_cycle,pred_cross_cycle,true_cross_rul,pred_cross_rul,pred_cross_true_rul,action,action_cycle,action_true_rul,action_pred_rul,preventive_action,protected_danger,failure_event,unnecessary_maintenance,early_lead,maintenance_cost,failure_cost,total_cost,run_dir
54,25.0,257,1,257,0.0,3.1121389865875244,1,1,232,226.0,25.0,24.988513946533203,31.0,preventive,226,31.0,24.988513946533203,1,1,0,1,6.0,1.3,0.0,1.3,seed_123
66,25.0,202,1,202,0.0,3.2256340980529785,1,1,177,170.0,25.0,24.740060806274414,32.0,preventive,170,32.0,24.740060806274414,1,1,0,1,7.0,1.35,0.0,1.35,seed_123
67,25.0,313,1,313,0.0,2.7980153560638428,1,1,288,281.0,25.0,24.506038665771484,32.0,preventive,281,32.0,24.506038665771484,1,1,0,1,7.0,1.35,0.0,1.35,seed_123
72,25.0,213,1,213,0.0,3.5635485649108887,1,1,188,193.0,25.0,24.295299530029297,20.0,failure,188,25.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123
73,25.0,213,1,213,0.0,1.8852678537368774,1,1,188,174.0,25.0,23.60457420349121,39.0,preventive,174,39.0,23.60457420349121,1,1,0,1,14.0,1.7000000000000002,0.0,1.7000000000000002,seed_123
80,25.0,185,1,185,0.0,3.1454215049743652,1,1,160,157.0,25.0,23.7277889251709,28.0,preventive,157,28.0,23.7277889251709,1,1,0,1,3.0,1.15,0.0,1.15,seed_123
82,25.0,214,1,214,0.0,2.322783946990967,1,1,189,191.0,25.0,24.931798934936523,23.0,failure,189,25.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123
93,25.0,155,1,155,0.0,3.5599541664123535,1,1,130,137.0,25.0,23.720291137695312,18.0,failure,130,25.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123
95,25.0,283,1,283,0.0,4.026272773742676,1,1,258,258.0,25.0,22.71748161315918,25.0,preventive,258,25.0,22.71748161315918,1,1,0,0,0.0,1.0,0.0,1.0,seed_123
100,25.0,200,1,200,0.0,2.6101863384246826,1,1,175,178.0,25.0,22.09921646118164,22.0,failure,175,25.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123
2,30.0,287,1,287,0.0,3.4413974285125732,1,1,257,251.0,30.0,28.044260025024414,36.0,preventive,251,36.0,28.044260025024414,1,1,0,1,6.0,1.3,0.0,1.3,seed_123
4,30.0,189,1,189,0.0,3.7536017894744873,1,1,159,162.0,30.0,27.928447723388672,27.0,failure,159,30.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123
18,30.0,195,1,195,0.0,1.7782070636749268,1,1,165,165.0,30.0,29.69260025024414,30.0,preventive,165,30.0,29.69260025024414,1,1,0,0,0.0,1.0,0.0,1.0,seed_123
22,30.0,202,1,202,0.0,1.8327558040618896,1,1,172,160.0,30.0,27.028026580810547,42.0,preventive,160,42.0,27.028026580810547,1,1,0,1,12.0,1.6,0.0,1.6,seed_123
24,30.0,147,1,147,0.0,2.227308750152588,1,1,117,124.0,30.0,25.79434585571289,23.0,failure,117,30.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123
32,30.0,191,1,191,0.0,4.504981994628906,1,1,161,162.0,30.0,29.06521224975586,29.0,failure,161,30.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123
38,30.0,194,1,194,0.0,2.7007436752319336,1,1,164,157.0,30.0,28.922250747680664,37.0,preventive,157,37.0,28.922250747680664,1,1,0,1,7.0,1.35,0.0,1.35,seed_123
39,30.0,128,1,128,0.0,2.8600878715515137,1,1,98,110.0,30.0,29.22694969177246,18.0,failure,98,30.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123
41,30.0,216,1,216,0.0,3.3249828815460205,1,1,186,186.0,30.0,28.782033920288086,30.0,preventive,186,30.0,28.782033920288086,1,1,0,0,0.0,1.0,0.0,1.0,seed_123
51,30.0,213,1,213,0.0,1.3349940776824951,1,1,183,181.0,30.0,29.23154640197754,32.0,preventive,181,32.0,29.23154640197754,1,1,0,1,2.0,1.1,0.0,1.1,seed_123
54,30.0,257,1,257,0.0,3.1121389865875244,1,1,227,225.0,30.0,26.369699478149414,32.0,preventive,225,32.0,26.369699478149414,1,1,0,1,2.0,1.1,0.0,1.1,seed_123
66,30.0,202,1,202,0.0,3.2256340980529785,1,1,172,164.0,30.0,29.5411319732666,38.0,preventive,164,38.0,29.5411319732666,1,1,0,1,8.0,1.4,0.0,1.4,seed_123
67,30.0,313,1,313,0.0,2.7980153560638428,1,1,283,276.0,30.0,27.99176597595215,37.0,preventive,276,37.0,27.99176597595215,1,1,0,1,7.0,1.35,0.0,1.35,seed_123
72,30.0,213,1,213,0.0,3.5635485649108887,1,1,183,189.0,30.0,26.367517471313477,24.0,failure,183,30.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123
73,30.0,213,1,213,0.0,1.8852678537368774,1,1,183,171.0,30.0,27.075763702392578,42.0,preventive,171,42.0,27.075763702392578,1,1,0,1,12.0,1.6,0.0,1.6,seed_123
80,30.0,185,1,185,0.0,3.1454215049743652,1,1,155,156.0,30.0,27.873966217041016,29.0,failure,155,30.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123
82,30.0,214,1,214,0.0,2.322783946990967,1,1,184,186.0,30.0,26.68882179260254,28.0,failure,184,30.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123
93,30.0,155,1,155,0.0,3.5599541664123535,1,1,125,135.0,30.0,26.299869537353516,20.0,failure,125,30.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123
95,30.0,283,1,283,0.0,4.026272773742676,1,1,253,255.0,30.0,28.934219360351562,28.0,failure,253,30.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123
100,30.0,200,1,200,0.0,2.6101863384246826,1,1,170,170.0,30.0,25.53887939453125,30.0,preventive,170,30.0,25.53887939453125,1,1,0,0,0.0,1.0,0.0,1.0,seed_123
2,35.0,287,1,287,0.0,3.4413974285125732,1,1,252,242.0,35.0,32.21577835083008,45.0,preventive,242,45.0,32.21577835083008,1,1,0,1,10.0,1.5,0.0,1.5,seed_123
4,35.0,189,1,189,0.0,3.7536017894744873,1,1,154,151.0,35.0,32.14824295043945,38.0,preventive,151,38.0,32.14824295043945,1,1,0,1,3.0,1.15,0.0,1.15,seed_123
18,35.0,195,1,195,0.0,1.7782070636749268,1,1,160,158.0,35.0,34.22307586669922,37.0,preventive,158,37.0,34.22307586669922,1,1,0,1,2.0,1.1,0.0,1.1,seed_123
22,35.0,202,1,202,0.0,1.8327558040618896,1,1,167,149.0,35.0,33.00391387939453,53.0,preventive,149,53.0,33.00391387939453,1,1,0,1,18.0,1.9,0.0,1.9,seed_123
24,35.0,147,1,147,0.0,2.227308750152588,1,1,112,120.0,35.0,32.277198791503906,27.0,failure,112,35.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123
32,35.0,191,1,191,0.0,4.504981994628906,1,1,156,160.0,35.0,34.526405334472656,31.0,failure,156,35.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123
38,35.0,194,1,194,0.0,2.7007436752319336,1,1,159,155.0,35.0,33.80905532836914,39.0,preventive,155,39.0,33.80905532836914,1,1,0,1,4.0,1.2,0.0,1.2,seed_123
39,35.0,128,1,128,0.0,2.8600878715515137,1,1,93,105.0,35.0,32.16597366333008,23.0,failure,93,35.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123
41,35.0,216,1,216,0.0,3.3249828815460205,1,1,181,170.0,35.0,34.22979736328125,46.0,preventive,170,46.0,34.22979736328125,1,1,0,1,11.0,1.55,0.0,1.55,seed_123
51,35.0,213,1,213,0.0,1.3349940776824951,1,1,178,158.0,35.0,32.51530456542969,55.0,preventive,158,55.0,32.51530456542969,1,1,0,1,20.0,2.0,0.0,2.0,seed_123
54,35.0,257,1,257,0.0,3.1121389865875244,1,1,222,214.0,35.0,33.664180755615234,43.0,preventive,214,43.0,33.664180755615234,1,1,0,1,8.0,1.4,0.0,1.4,seed_123
66,35.0,202,1,202,0.0,3.2256340980529785,1,1,167,164.0,35.0,29.5411319732666,38.0,preventive,164,38.0,29.5411319732666,1,1,0,1,3.0,1.15,0.0,1.15,seed_123
67,35.0,313,1,313,0.0,2.7980153560638428,1,1,278,274.0,35.0,33.52934646606445,39.0,preventive,274,39.0,33.52934646606445,1,1,0,1,4.0,1.2,0.0,1.2,seed_123
72,35.0,213,1,213,0.0,3.5635485649108887,1,1,178,177.0,35.0,34.45630645751953,36.0,preventive,177,36.0,34.45630645751953,1,1,0,1,1.0,1.05,0.0,1.05,seed_123
73,35.0,213,1,213,0.0,1.8852678537368774,1,1,178,169.0,35.0,32.27451705932617,44.0,preventive,169,44.0,32.27451705932617,1,1,0,1,9.0,1.45,0.0,1.45,seed_123
80,35.0,185,1,185,0.0,3.1454215049743652,1,1,150,152.0,35.0,32.0462532043457,33.0,failure,150,35.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123
82,35.0,214,1,214,0.0,2.322783946990967,1,1,179,183.0,35.0,31.56675148010254,31.0,failure,179,35.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123
93,35.0,155,1,155,0.0,3.5599541664123535,1,1,120,126.0,35.0,32.311588287353516,29.0,failure,120,35.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123
95,35.0,283,1,283,0.0,4.026272773742676,1,1,248,239.0,35.0,32.681922912597656,44.0,preventive,239,44.0,32.681922912597656,1,1,0,1,9.0,1.45,0.0,1.45,seed_123
100,35.0,200,1,200,0.0,2.6101863384246826,1,1,165,156.0,35.0,33.95565414428711,44.0,preventive,156,44.0,33.95565414428711,1,1,0,1,9.0,1.45,0.0,1.45,seed_123
2,40.0,287,1,287,0.0,3.4413974285125732,1,1,247,237.0,40.0,36.48286437988281,50.0,preventive,237,50.0,36.48286437988281,1,1,0,1,10.0,1.5,0.0,1.5,seed_123
4,40.0,189,1,189,0.0,3.7536017894744873,1,1,149,147.0,40.0,38.180484771728516,42.0,preventive,147,42.0,38.180484771728516,1,1,0,1,2.0,1.1,0.0,1.1,seed_123
18,40.0,195,1,195,0.0,1.7782070636749268,1,1,155,143.0,40.0,36.99143981933594,52.0,preventive,143,52.0,36.99143981933594,1,1,0,1,12.0,1.6,0.0,1.6,seed_123
