unit_id,split,h0,lambda,gamma,phi,baseline_b,noise_group,sigma_scale,failure_time,scenario_id,seed
42,train,0.9955655961029104,0.0019657174179819794,1.213271481337061,1.5279831622856974,-0.10176863753979297,single,0.5,170,A_sigma_5,42
43,train,1.0214070147474865,0.0033248323360175894,1.1718396392138837,4.228377169619066,0.02069016213514619,single,0.5,133,A_sigma_5,42
44,train,1.0208218268394391,0.003377422120245419,1.160757364621215,0.5683184432868995,-0.051662722830354786,single,0.5,138,A_sigma_5,42
45,train,0.9731753862196886,0.0030220701005511143,1.113405431873675,3.063386869000234,-0.18289032296164337,single,0.5,179,A_sigma_5,42
46,train,1.0095844507864216,0.0019136778241846827,1.2949783623542048,4.4246464326347885,-0.4949854100733363,single,0.5,127,A_sigma_5,42
47,train,1.0062743755021408,0.002395766821950667,1.1822174184209566,1.081409288250698,-0.04098489448101129,single,0.5,166,A_sigma_5,42
48,train,1.0084459644539359,0.0024234398302059165,1.1513673255133738,0.8808691204570871,0.47310660799649373,single,0.5,189,A_sigma_5,42
49,train,1.0078083419193795,0.0026866056449720895,1.1588151929423067,4.700788869280402,0.18606476648997378,single,0.5,167,A_sigma_5,42
50,train,0.9722763150751159,0.0016460070923761335,1.3150605857988553,1.267639602041174,-0.09043644979436315,single,0.5,129,A_sigma_5,42
51,train,1.037007645197689,0.0020714070762183107,1.2326869296967775,4.968543150560771,-0.2365879652360239,single,0.5,155,A_sigma_5,42
52,train,0.9782580659905186,0.002876641395353129,1.183161484886401,3.057780584232756,-0.4980151781550877,single,0.5,138,A_sigma_5,42
53,train,0.989555952547507,0.0025465772259228078,1.1553012126345301,2.9794937345683645,0.5098524192046495,single,0.5,175,A_sigma_5,42
54,train,0.9784689291020495,0.0025596374189801943,1.116273309835676,5.602703417902009,0.30961492578960714,single,0.5,206,A_sigma_5,42
55,train,0.9749130993450601,0.002965107234590653,1.0773487607835284,5.229104537059094,-0.09768259998877953,single,0.5,217,A_sigma_5,42
56,train,1.0171602893138774,0.0016034173974603968,1.2845288517182143,0.7627082155952256,0.03436077571331611,single,0.5,152,A_sigma_5,42
57,train,1.0159747333346343,0.002750442197917368,1.0880495584921117,5.695297925074389,0.07437183820236574,single,0.5,229,A_sigma_5,42
58,train,1.0072533798541472,0.0039849138923144355,1.146989362395245,6.148693221075022,-0.450113020517428,single,0.5,125,A_sigma_5,42
59,train,0.9992180901281859,0.002649089263077946,1.1536114504916308,2.638707508411898,-0.3140477174845855,single,0.5,172,A_sigma_5,42
60,train,0.9857065538022682,0.0027492573772239714,1.2050828243631526,4.822808435047824,-0.020123541651738613,single,0.5,132,A_sigma_5,42
61,train,0.9839669059905818,0.0038087170389424076,1.0665904576087675,6.025251131567837,-0.16408133978970854,single,0.5,183,A_sigma_5,42
62,train,1.0046129662253758,0.0023331226492276807,1.1153152336988905,2.8683824262814395,-0.1930692672479568,single,0.5,230,A_sigma_5,42
63,train,0.9780755799718859,0.0025313542676126052,1.244033210035742,1.7359888857689905,-0.04651177861478772,single,0.5,121,A_sigma_5,42
64,train,1.011112749709715,0.0017536462396096017,1.1939603135129415,0.5308044968785639,0.044648559207770895,single,0.5,206,A_sigma_5,42
65,train,1.0240909231197193,0.001770905023001415,1.107441531399906,4.476587922946116,-0.4479094805997765,single,0.5,313,A_sigma_5,42
66,train,1.041257205057842,0.002534569074921082,1.055382891175726,3.9707412825595134,0.49360742736744345,single,0.5,300,A_sigma_5,42
67,train,1.0029682152530963,0.00195767274518466,1.1241586787792996,0.029049199255450492,0.015673812649395817,single,0.5,258,A_sigma_5,42
68,train,1.0071142519689662,0.0025974723445794483,1.2000261271838766,3.892243034282952,0.1111999231398446,single,0.5,144,A_sigma_5,42
69,train,0.9825649664281864,0.0024293235698094905,1.0594381594286932,3.142883407470056,-0.2657383595167123,single,0.5,289,A_sigma_5,42
70,train,0.9782152328393556,0.004312688422953535,1.0642216247576923,0.5693723831271587,0.4497614958687388,single,0.5,164,A_sigma_5,42
71,train,0.9849397553922057,0.00395883515869285,1.0666449781746106,1.4076826631788777,-0.038182411804230286,single,0.5,177,A_sigma_5,42
72,train,0.9980973883180538,0.003916735222020401,1.1370573561683555,1.2246453721580093,0.023372583681008467,single,0.5,131,A_sigma_5,42
73,train,1.0277988842895778,0.004028888928277945,1.096564743744282,3.1037782992055103,-0.24718954203036775,single,0.5,157,A_sigma_5,42
74,train,1.0207962968706854,0.0020046260285032933,1.255579205654447,3.7237196139257454,0.07247708629545307,single,0.5,144,A_sigma_5,42
75,train,1.0138739568036395,0.00241869951758006,1.1634691884442696,3.621693296659441,0.13094998749111644,single,0.5,180,A_sigma_5,42
76,train,1.0076551104743372,0.0033535837146667293,1.0839999089186063,4.161984560895617,0.1295420037024731,single,0.5,194,A_sigma_5,42
77,train,1.0172980333423012,0.0021079986431788438,1.2058688004322116,3.9064289554330878,-0.12485308402715435,single,0.5,169,A_sigma_5,42
78,train,0.9908985662918126,0.0039680885359004705,1.1258878653668491,0.3335782981388849,0.7445363259236627,single,0.5,135,A_sigma_5,42
79,train,1.005982203799917,0.001891629844465965,1.1175327681453606,2.2955377530989134,0.0562480656549,single,0.5,275,A_sigma_5,42
80,train,0.9774980355146694,0.0017415519195040294,1.2804365025785884,4.893382828930335,0.30642841136163373,single,0.5,141,A_sigma_5,42
81,train,1.030671051652843,0.0016721842582181762,1.18305136180685,5.670047394103239,0.03769713794376197,single,0.5,229,A_sigma_5,42
82,train,0.9524049279491735,0.0020314333029863574,1.2487824068398503,2.811099673570081,-0.12288321373016059,single,0.5,138,A_sigma_5,42
83,train,0.9895710600982667,0.0031270972480158055,1.2030164728949855,4.117029088847091,-0.42458787731064734,single,0.5,120,A_sigma_5,42
84,train,1.0037802708834873,0.0020267252620502557,1.2459899491793354,4.956737639867787,0.10743479789994886,single,0.5,146,A_sigma_5,42
85,train,1.001260267532502,0.00154949240518168,1.1335966229031607,3.2124617030795957,-0.22311867881536523,single,0.5,302,A_sigma_5,42
86,train,0.94,0.0020939593063087525,1.0806503927143154,4.248614647615631,0.33435677865696384,single,0.5,285,A_sigma_5,42
87,train,0.999555821948273,0.0033285763508026107,1.0675802561938141,5.89218687201559,0.32063817187685273,single,0.5,210,A_sigma_5,42
88,train,0.9739595606890826,0.0016985501133727576,1.161344697328069,0.33137216991128804,0.15226617352959462,single,0.5,238,A_sigma_5,42
89,train,0.982951196343651,0.0034040271260907125,1.1043154175300867,2.9006251217236416,-0.4132050217470774,single,0.5,170,A_sigma_5,42
90,train,0.9882759767682554,0.0017547773528425665,1.2685060861449209,4.517777859456743,0.14865850546861556,single,0.5,148,A_sigma_5,42
91,train,0.9892614684768295,0.002922622336630265,1.1528256609138936,1.707071687254992,-0.38020119837515925,single,0.5,157,A_sigma_5,42
92,train,1.0074530431327509,0.002161212007967249,1.1306725206060306,1.9131762264469656,-0.059906502899182174,single,0.5,230,A_sigma_5,42
93,train,1.008715498254719,0.0019099580800372164,1.2551435894520888,3.1689451082163393,0.226095812413869,single,0.5,148,A_sigma_5,42
94,train,0.9708646276953948,0.0032911754893234545,1.0599762547831961,3.481851187482696,0.08266538535453372,single,0.5,214,A_sigma_5,42
95,train,0.9926812235460443,0.0015454415538871868,1.2341620501064552,3.956407256839851,-0.06253359441955758,single,0.5,189,A_sigma_5,42
96,train,0.9905219690019536,0.0019052138433132107,1.3035554897324624,2.106143974965483,-0.1257681918662411,single,0.5,122,A_sigma_5,42
97,train,1.0093033562856915,0.0032543396354306866,1.0954445353750315,2.3063799589538245,-0.09504121670409268,single,0.5,189,A_sigma_5,42
98,train,0.9590506233571775,0.0017475211621660995,1.3011195062470011,4.523481344886438,0.22454264876735,single,0.5,128,A_sigma_5,42
99,train,1.00953767555531,0.0019678909073263823,1.1774797189006203,0.12444923075906854,0.1575601098027163,single,0.5,201,A_sigma_5,42
100,train,0.9955382296827485,0.002619516530672823,1.1729922955342131,0.3484131616247331,-0.24467505751130642,single,0.5,159,A_sigma_5,42
101,train,1.0091849395882195,0.0021145730438485817,1.1939188321033516,4.313798466752881,-0.41032250362024275,single,0.5,176,A_sigma_5,42
102,train,1.0137684967340699,0.002474585530912919,1.2567021338837039,5.504249349975173,0.5593383408215172,single,0.5,120,A_sigma_5,42
103,train,1.0292387226287707,0.0027204059216704617,1.1562722659631564,2.0914526541535734,-0.03453947253391065,single,0.5,170,A_sigma_5,42
104,train,1.011599677633417,0.0022071977629146895,1.2185011131999455,2.5175391512237653,-0.08909492987453446,single,0.5,153,A_sigma_5,42
105,train,1.0029950793999685,0.0023193916096075433,1.2153913443972195,1.985675250178139,-0.01637401472296849,single,0.5,148,A_sigma_5,42
106,train,1.0305652554737175,0.0027152134188825035,1.123840420230654,2.7001579010155052,0.1400530027397073,single,0.5,198,A_sigma_5,42
107,train,0.9828449924197887,0.0037355176513103197,1.1364828176102038,3.617109263151146,-0.24605252221516621,single,0.5,135,A_sigma_5,42
108,train,1.003825670352396,0.002042599223368823,1.2244449563160467,2.4718663397587344,0.17487970745581022,single,0.5,158,A_sigma_5,42
109,train,1.014930672082505,0.0025789198785559028,1.1758917890611416,2.8783774118933647,-0.3411474452107797,single,0.5,162,A_sigma_5,42
110,train,0.980103412901099,0.001541830731293161,1.326485947811114,6.048749516199827,-0.2543582329164781,single,0.5,130,A_sigma_5,42
111,train,0.9927091571418505,0.0026914975895068853,1.0586145089870251,2.507542326314974,-0.21223889779485655,single,0.5,266,A_sigma_5,42
112,train,1.0168215784938208,0.0022371107136675153,1.1744606449485555,2.049475764331879,-0.02793763583468031,single,0.5,184,A_sigma_5,42
113,train,1.0130113695295564,0.0021969019261877214,1.1556929060808883,3.436903490037136,0.3737404634127112,single,0.5,202,A_sigma_5,42
114,train,1.0010166496725268,0.0044697403130208695,1.1058834189955866,3.7708001382000167,0.16185671165955684,single,0.5,134,A_sigma_5,42
115,train,0.9892271507732832,0.002773414897823108,1.123912374337874,4.303838370943451,-0.07939887404616007,single,0.5,187,A_sigma_5,42
116,train,0.9894587331920932,0.003436107798927851,1.127210329150564,2.488294659453407,-0.26857878749597547,single,0.5,152,A_sigma_5,42
117,train,1.0095907412319174,0.0023516301588187654,1.140351780565474,1.6744736069325414,-0.49672377128788475,single,0.5,204,A_sigma_5,42
118,train,0.9678503650601087,0.0032617607318437213,1.1339770181319895,2.499356086525102,-0.15713236978952075,single,0.5,152,A_sigma_5,42
119,train,1.0088616176531524,0.002216858230432214,1.1844769329011267,4.308694792490236,0.4051083002465318,single,0.5,176,A_sigma_5,42
120,train,1.0428535298111876,0.003046264093867601,1.1194824878507788,1.4501846354436547,-0.7033408699616605,single,0.5,184,A_sigma_5,42
121,train,0.9933943454896709,0.001576610378282935,1.268316302815227,5.060052236767385,0.17385937806309681,single,0.5,162,A_sigma_5,42
122,train,1.0125081689302486,0.0029070316267725198,1.1233706254206435,5.027495298893028,-0.012520251920995727,single,0.5,184,A_sigma_5,42
123,train,1.0062205340032655,0.002941511041740644,1.0649678892207866,0.7322835755383383,0.0018587701058495462,single,0.5,240,A_sigma_5,42
124,train,0.9823197604521571,0.0017111340055426531,1.151248712927661,0.5957326269655302,-0.36085299158810596,single,0.5,250,A_sigma_5,42
125,train,1.0070812545975811,0.0017311740455301905,1.3271368143448075,4.370681235177428,-0.36353835161049575,single,0.5,122,A_sigma_5,42
126,train,1.0221586382915129,0.003950644082429457,1.056726322520693,1.5838801973512266,-0.27038336563645965,single,0.5,193,A_sigma_5,42
127,train,1.0157205249461423,0.002246911856280407,1.089558980531089,5.154762248668365,-0.19396116639789054,single,0.5,274,A_sigma_5,42
128,train,0.9909644339807239,0.0023797071907736963,1.2538554468902188,4.386479593638042,-0.051909920698460635,single,0.5,123,A_sigma_5,42
129,train,0.9853542473474552,0.0031122817102226734,1.0552901202444713,5.085765595299576,0.03513486278036376,single,0.5,235,A_sigma_5,42
130,train,1.0049927796908018,0.004170229800130345,1.0770717623973485,0.8937551981116046,-0.4223031299987643,single,0.5,163,A_sigma_5,42
131,train,1.0268972636644627,0.002366954000225298,1.1873744051375958,5.643378854283362,0.37322011766213076,single,0.5,167,A_sigma_5,42
132,train,1.012968454279391,0.004235493804359001,1.1329366529215852,1.532401716625807,-0.1253579249577382,single,0.5,126,A_sigma_5,42
133,train,0.9746256497940634,0.002416816710880522,1.0670578823450367,1.3155753682652627,-0.3844848170325088,single,0.5,277,A_sigma_5,42
134,train,0.9882349607227395,0.003417332794213488,1.1107002612006123,4.4495943279677945,-0.30062874101953596,single,0.5,165,A_sigma_5,42
135,train,0.9959449477461072,0.001521105969159131,1.2865163527878187,0.007634285336029892,-0.22783735858521098,single,0.5,155,A_sigma_5,42
136,train,1.009250241664671,0.0016350625082932517,1.3265528808164881,5.670497534714958,-0.2615538026848098,single,0.5,127,A_sigma_5,42
137,train,0.9988947663410735,0.004347438517239869,1.1352584592033497,3.7715330639439126,0.1434255823631412,single,0.5,121,A_sigma_5,42
138,train,1.010510260440605,0.0018354153533664068,1.1380455702866796,2.115082802658771,-0.020174675390657818,single,0.5,257,A_sigma_5,42
139,train,1.0126494058263331,0.004300126777118808,1.0725778241693673,3.7388798911826453,0.1531761760471092,single,0.5,163,A_sigma_5,42
140,train,1.0069335427888195,0.00388573435259874,1.14203989076172,2.116558628133808,0.36872004447270573,single,0.5,130,A_sigma_5,42
141,train,1.0210534135996001,0.002704032651238801,1.1085815052819619,4.303949816059775,-0.2559657265126567,single,0.5,212,A_sigma_5,42
142,train,1.01555167967453,0.0015543289145496424,1.1584716834322397,4.085366622385945,0.0006587775496786133,single,0.5,270,A_sigma_5,42
143,train,0.9740232785488496,0.002706414503803443,1.0510773513726204,4.412509371038123,-0.05363476586209356,single,0.5,271,A_sigma_5,42
144,train,1.028418218553139,0.001927412214690862,1.172004389558413,4.896831137561279,-0.03618795675899505,single,0.5,213,A_sigma_5,42
145,train,1.0148769361218384,0.003540075355517463,1.0665600644379503,4.0998564740387895,0.19010466400589643,single,0.5,202,A_sigma_5,42
146,train,1.00209658723072,0.004245498537124338,1.0865921905559661,2.01692885986188,0.26112806946888956,single,0.5,153,A_sigma_5,42
147,train,1.0167959613120243,0.002980211411275321,1.2056129259378672,4.327586238674453,0.04549742495400032,single,0.5,127,A_sigma_5,42
148,train,0.9669764748921291,0.0018555446706479172,1.1485566694291884,0.0968735138347444,0.7336174940731006,single,0.5,233,A_sigma_5,42
149,train,0.9763881948434465,0.0028705238737259577,1.1580897731536537,4.822564109434756,0.25432833574380986,single,0.5,154,A_sigma_5,42
150,train,0.9459346047306026,0.0023365796461991516,1.073425440700535,0.7637745185481756,0.3187199699736081,single,0.5,269,A_sigma_5,42
151,train,1.0024521026626776,0.0026077772154226475,1.2255525446365898,4.718178051474848,-0.12825856505895367,single,0.5,129,A_sigma_5,42
152,train,0.9984009306233289,0.002904195035055372,1.1648570041246207,0.14413748995645212,-0.27999980167323574,single,0.5,151,A_sigma_5,42
153,train,1.0272605219640913,0.002792819426087883,1.1781902398429631,2.3304363716985566,0.21484847616147537,single,0.5,151,A_sigma_5,42
154,train,1.0062314613780023,0.001783152477614567,1.2627173357672345,5.948902155634439,0.056582167528407626,single,0.5,152,A_sigma_5,42
155,train,1.0373212583090379,0.0015947041872834615,1.3156533188527895,4.847348890158479,0.32045411209664104,single,0.5,138,A_sigma_5,42
156,train,1.004578616304978,0.0015553681837565797,1.1638418049002983,4.13310800569834,-0.0037682750293613525,single,0.5,260,A_sigma_5,42
157,train,0.9948766851681605,0.0023359000902360523,1.1833321227030926,4.129540442354356,-0.6461763492951066,single,0.5,167,A_sigma_5,42
158,train,0.9943688685071773,0.003126881011287274,1.144885315840092,3.898835021210809,-0.14567310886720305,single,0.5,154,A_sigma_5,42
159,train,0.9960945122485353,0.001772698677822941,1.1573043358954205,3.410274422286094,0.24937349499636324,single,0.5,238,A_sigma_5,42
160,train,0.9965173386214469,0.003061194466305414,1.0709673608103472,2.3181713091675094,-0.1638571703970866,single,0.5,222,A_sigma_5,42
161,train,1.018926255353064,0.00223262909746507,1.1311714981561352,2.7580226242461605,0.22950426226477208,single,0.5,225,A_sigma_5,42
162,train,1.0005469872763333,0.0030196774657250207,1.1503355515052618,2.8013109148902986,-0.15154599667630309,single,0.5,156,A_sigma_5,42
163,train,0.9766810098817147,0.001954436892002499,1.103940654550473,3.4290002351195885,-0.0648084047373902,single,0.5,279,A_sigma_5,42
164,train,0.9839969803412251,0.002482394111122439,1.0602248132141652,0.4463332361272347,-0.15203014602628434,single,0.5,283,A_sigma_5,42
165,train,1.0109828720453025,0.003931388293181438,1.1387995661032997,1.3450682313229874,-0.0058693528773280075,single,0.5,131,A_sigma_5,42
166,train,1.0063855371972796,0.004349202172694674,1.0759657825369056,4.365450586620547,0.3427393342476021,single,0.5,158,A_sigma_5,42
167,train,1.010017596068515,0.0017861152466172718,1.1984572598197145,1.1032388375908964,0.03878032581116204,single,0.5,198,A_sigma_5,42
168,train,1.0163781754711756,0.003966699002913981,1.080282984037087,1.5718197885172374,-0.19330573143195126,single,0.5,170,A_sigma_5,42
169,train,1.0010008222766493,0.003954237045674448,1.1113161646815792,3.619894990775248,0.10057876233953285,single,0.5,146,A_sigma_5,42
170,train,0.975539091057971,0.001993143091450999,1.1014674290493394,0.9022392822656092,0.12409702066122184,single,0.5,277,A_sigma_5,42
171,train,1.0023591820594373,0.0018557714918203151,1.2618528238615836,5.460400226965731,-0.1589977302119128,single,0.5,147,A_sigma_5,42
172,train,0.9908184339159534,0.0039404658210118884,1.0710468637480932,3.2955953039937294,0.07847730237886982,single,0.5,175,A_sigma_5,42
173,train,0.9891845039987078,0.0037277067008880775,1.1156145800603212,3.182215331097526,-0.27383671579512947,single,0.5,149,A_sigma_5,42
174,train,1.0057457253109867,0.004226404655581701,1.0830958794391674,0.277726325608445,0.4506353309737434,single,0.5,157,A_sigma_5,42
175,train,1.003413237647293,0.0032224374214366077,1.1777491139199656,1.109279832346531,0.05876836082841005,single,0.5,131,A_sigma_5,42
176,train,0.9853086766996638,0.0028820522697298357,1.0727161423362146,4.708817866890635,-0.017542353814419685,single,0.5,231,A_sigma_5,42
177,train,1.0152010297016272,0.0021432192553504223,1.1271461011069441,5.074543249332291,0.4706189476983263,single,0.5,237,A_sigma_5,42
178,train,0.9817371383630408,0.003800728348123836,1.1041614937937478,4.204151244736246,0.004572184923063615,single,0.5,153,A_sigma_5,42
179,train,1.002677836063213,0.002416566573533078,1.0778960703800715,3.563765719140377,0.3990271616597522,single,0.5,269,A_sigma_5,42
180,train,0.9545391373694689,0.002229732537253045,1.208135152818009,3.515858359790009,0.46061659217013284,single,0.5,151,A_sigma_5,42
181,train,0.9812927668415167,0.0023772041452015022,1.1896803625037315,3.722780334471565,-0.019310378653270954,single,0.5,159,A_sigma_5,42
182,train,0.9986176990751415,0.0030807698209912374,1.1155889924960867,1.424629040630874,0.018064505818834363,single,0.5,179,A_sigma_5,42
183,train,1.0170687121507003,0.003835510332420399,1.0960257061716843,5.580754932098345,-0.5104248110743222,single,0.5,163,A_sigma_5,42
184,train,0.966720368421511,0.001509211533565573,1.1391481612306529,4.17872490001219,-0.09031738613224734,single,0.5,291,A_sigma_5,42
185,train,0.9986055776558378,0.0036095617566878247,1.1371640344034926,0.7696055729242318,-0.05458003293923986,single,0.5,141,A_sigma_5,42
186,train,1.013822686279653,0.0017665191951856906,1.1276754063575605,1.3464919343426773,-0.43165805921651235,single,0.5,280,A_sigma_5,42
187,train,1.033634757649263,0.0023454467910604916,1.0878254195301607,2.0707145676243983,0.46394338449421574,single,0.5,270,A_sigma_5,42
188,train,1.0123276033218478,0.0021246573318596316,1.0709855990706174,2.13234579795407,0.06772227092100787,single,0.5,317,A_sigma_5,42
189,train,0.9907687224274236,0.0031630611501576376,1.056878459587603,2.887491900147506,-0.218549298900036,single,0.5,230,A_sigma_5,42
190,train,1.0046025870029114,0.003463520162962999,1.077578527136415,2.9516432627779663,0.407517174992033,single,0.5,193,A_sigma_5,42
191,train,0.9995571878989079,0.0017551016780033338,1.2938595857010753,0.8493786847880554,0.5350149478320908,single,0.5,135,A_sigma_5,42
192,train,1.0020132077578356,0.0030391262850367087,1.0744132492276084,4.63423834446235,0.29711139050564694,single,0.5,221,A_sigma_5,42
193,train,1.0068448670898438,0.00200751558680229,1.1183236861482961,0.3735594603311889,-0.15934887309430334,single,0.5,260,A_sigma_5,42
194,train,1.0133794975822512,0.0015834830418640403,1.2411873559984516,4.211678521719012,0.4271668171228342,single,0.5,183,A_sigma_5,42
195,train,1.00431153786024,0.003396114471874767,1.097672378923145,3.6729390408681706,0.04421994563447747,single,0.5,179,A_sigma_5,42
196,train,1.0082019782491118,0.0020000082638702444,1.0874109671209276,4.623589889415565,0.01060240920882529,single,0.5,306,A_sigma_5,42
197,train,1.0586494598075529,0.003802721683050416,1.1407097170968714,0.8391484412034659,-0.5254731725227955,single,0.5,140,A_sigma_5,42
198,train,0.9627730287350599,0.002036589526468305,1.2824939208843824,1.9572273405995713,0.2219621582491952,single,0.5,122,A_sigma_5,42
199,train,0.9922466696393799,0.0021280742815441545,1.1954622784634215,5.346782727127851,0.07049039125025196,single,0.5,171,A_sigma_5,42
200,train,0.9514981900721609,0.0016214373695989958,1.2075285347850946,0.5818683677534507,-0.5048355245453814,single,0.5,197,A_sigma_5,42
201,val,1.012105666824666,0.003337825499085333,1.0974937828111146,0.3734389801546647,-0.24911061099122256,single,0.5,183,A_sigma_5,42
202,val,0.9718455309441283,0.0027852459851347017,1.1607248371568053,3.264220893217411,-0.7934392816161965,single,0.5,156,A_sigma_5,42
203,val,0.9911490364663942,0.0017746355323279824,1.1047472324557794,1.963249472836402,-0.29261623308956214,single,0.5,307,A_sigma_5,42
204,val,1.015125359790311,0.0022914380008990255,1.0984911938545245,2.71665808805042,-0.56553091339677,single,0.5,257,A_sigma_5,42
205,val,1.0035500857823825,0.003372969071186612,1.129077239476916,2.7187064193383654,-0.0018262259060004378,single,0.5,156,A_sigma_5,42
206,val,1.0211126239018091,0.003370993457919481,1.1340042785897455,0.17070391732897397,0.12289741268326781,single,0.5,155,A_sigma_5,42
207,val,1.0147976759498982,0.0029841594083432075,1.2043042303210345,5.424708798651472,0.17154583347406346,single,0.5,127,A_sigma_5,42
