unit_id,threshold,num_windows,first_cycle,last_cycle,last_true_rul,last_decision_rul,true_cross_exists,pred_cross_exists,true_cross_cycle,pred_cross_cycle,true_cross_rul,pred_cross_rul,pred_cross_true_rul,action,action_cycle,action_true_rul,action_pred_rul,preventive_action,protected_danger,failure_event,unnecessary_maintenance,early_lead,maintenance_cost,failure_cost,total_cost,run_dir
38,15.0,194,1,194,0.0,6.410910606384277,1,1,179,180.0,15.0,12.6824369430542,14.0,failure,179,15.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
39,15.0,128,1,128,0.0,3.9022469520568848,1,1,113,116.0,15.0,13.665151596069336,12.0,failure,113,15.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
41,15.0,216,1,216,0.0,7.124955654144287,1,1,201,202.0,15.0,14.874151229858398,14.0,failure,201,15.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
51,15.0,213,1,213,0.0,3.9013495445251465,1,1,198,196.0,15.0,13.715174674987793,17.0,preventive,196,17.0,13.715174674987793,1,1,0,1,2.0,1.1,0.0,1.1,seed_123_a_0.04
54,15.0,257,1,257,0.0,4.107542991638184,1,1,242,238.0,15.0,14.40343952178955,19.0,preventive,238,19.0,14.40343952178955,1,1,0,1,4.0,1.2,0.0,1.2,seed_123_a_0.04
66,15.0,202,1,202,0.0,6.057210922241211,1,1,187,183.0,15.0,12.950202941894531,19.0,preventive,183,19.0,12.950202941894531,1,1,0,1,4.0,1.2,0.0,1.2,seed_123_a_0.04
67,15.0,313,1,313,0.0,5.777041435241699,1,1,298,294.0,15.0,13.921262741088867,19.0,preventive,294,19.0,13.921262741088867,1,1,0,1,4.0,1.2,0.0,1.2,seed_123_a_0.04
72,15.0,213,1,213,0.0,3.2503833770751953,1,1,198,199.0,15.0,12.966421127319336,14.0,failure,198,15.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
73,15.0,213,1,213,0.0,4.374186038970947,1,1,198,190.0,15.0,14.084589958190918,23.0,preventive,190,23.0,14.084589958190918,1,1,0,1,8.0,1.4,0.0,1.4,seed_123_a_0.04
80,15.0,185,1,185,0.0,5.076035022735596,1,1,170,173.0,15.0,12.243108749389648,12.0,failure,170,15.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
82,15.0,214,1,214,0.0,4.514172554016113,1,1,199,197.0,15.0,14.870206832885742,17.0,preventive,197,17.0,14.870206832885742,1,1,0,1,2.0,1.1,0.0,1.1,seed_123_a_0.04
93,15.0,155,1,155,0.0,5.0684733390808105,1,1,140,144.0,15.0,14.284395217895508,11.0,failure,140,15.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
95,15.0,283,1,283,0.0,4.877046585083008,1,1,268,266.0,15.0,13.488027572631836,17.0,preventive,266,17.0,13.488027572631836,1,1,0,1,2.0,1.1,0.0,1.1,seed_123_a_0.04
100,15.0,200,1,200,0.0,5.109248161315918,1,1,185,183.0,15.0,13.28923225402832,17.0,preventive,183,17.0,13.28923225402832,1,1,0,1,2.0,1.1,0.0,1.1,seed_123_a_0.04
2,20.0,287,1,287,0.0,5.197025299072266,1,1,267,259.0,20.0,18.64478302001953,28.0,preventive,259,28.0,18.64478302001953,1,1,0,1,8.0,1.4,0.0,1.4,seed_123_a_0.04
4,20.0,189,1,189,0.0,6.198808193206787,1,1,169,169.0,20.0,18.313642501831055,20.0,preventive,169,20.0,18.313642501831055,1,1,0,0,0.0,1.0,0.0,1.0,seed_123_a_0.04
18,20.0,195,1,195,0.0,5.051207065582275,1,1,175,176.0,20.0,19.86575698852539,19.0,failure,175,20.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
22,20.0,202,1,202,0.0,5.13314962387085,1,1,182,173.0,20.0,19.856565475463867,29.0,preventive,173,29.0,19.856565475463867,1,1,0,1,9.0,1.45,0.0,1.45,seed_123_a_0.04
24,20.0,147,1,147,0.0,3.1632211208343506,1,1,127,134.0,20.0,16.72603988647461,13.0,failure,127,20.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
32,20.0,191,1,191,0.0,4.06658411026001,1,1,171,167.0,20.0,19.676410675048828,24.0,preventive,167,24.0,19.676410675048828,1,1,0,1,4.0,1.2,0.0,1.2,seed_123_a_0.04
38,20.0,194,1,194,0.0,6.410910606384277,1,1,174,174.0,20.0,19.830778121948242,20.0,preventive,174,20.0,19.830778121948242,1,1,0,0,0.0,1.0,0.0,1.0,seed_123_a_0.04
39,20.0,128,1,128,0.0,3.9022469520568848,1,1,108,115.0,20.0,19.5191650390625,13.0,failure,108,20.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
41,20.0,216,1,216,0.0,7.124955654144287,1,1,196,196.0,20.0,19.586719512939453,20.0,preventive,196,20.0,19.586719512939453,1,1,0,0,0.0,1.0,0.0,1.0,seed_123_a_0.04
51,20.0,213,1,213,0.0,3.9013495445251465,1,1,193,191.0,20.0,18.17140007019043,22.0,preventive,191,22.0,18.17140007019043,1,1,0,1,2.0,1.1,0.0,1.1,seed_123_a_0.04
54,20.0,257,1,257,0.0,4.107542991638184,1,1,237,234.0,20.0,17.482433319091797,23.0,preventive,234,23.0,17.482433319091797,1,1,0,1,3.0,1.15,0.0,1.15,seed_123_a_0.04
66,20.0,202,1,202,0.0,6.057210922241211,1,1,182,178.0,20.0,19.322288513183594,24.0,preventive,178,24.0,19.322288513183594,1,1,0,1,4.0,1.2,0.0,1.2,seed_123_a_0.04
67,20.0,313,1,313,0.0,5.777041435241699,1,1,293,287.0,20.0,19.817020416259766,26.0,preventive,287,26.0,19.817020416259766,1,1,0,1,6.0,1.3,0.0,1.3,seed_123_a_0.04
72,20.0,213,1,213,0.0,3.2503833770751953,1,1,193,197.0,20.0,18.921085357666016,16.0,failure,193,20.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
73,20.0,213,1,213,0.0,4.374186038970947,1,1,193,181.0,20.0,18.111265182495117,32.0,preventive,181,32.0,18.111265182495117,1,1,0,1,12.0,1.6,0.0,1.6,seed_123_a_0.04
80,20.0,185,1,185,0.0,5.076035022735596,1,1,165,169.0,20.0,18.21699333190918,16.0,failure,165,20.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
82,20.0,214,1,214,0.0,4.514172554016113,1,1,194,195.0,20.0,17.78255844116211,19.0,failure,194,20.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
93,20.0,155,1,155,0.0,5.0684733390808105,1,1,135,138.0,20.0,19.30426597595215,17.0,failure,135,20.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
95,20.0,283,1,283,0.0,4.877046585083008,1,1,263,262.0,20.0,19.00448226928711,21.0,preventive,262,21.0,19.00448226928711,1,1,0,1,1.0,1.05,0.0,1.05,seed_123_a_0.04
100,20.0,200,1,200,0.0,5.109248161315918,1,1,180,178.0,20.0,19.763629913330078,22.0,preventive,178,22.0,19.763629913330078,1,1,0,1,2.0,1.1,0.0,1.1,seed_123_a_0.04
2,25.0,287,1,287,0.0,5.197025299072266,1,1,262,254.0,25.0,24.630569458007812,33.0,preventive,254,33.0,24.630569458007812,1,1,0,1,8.0,1.4,0.0,1.4,seed_123_a_0.04
4,25.0,189,1,189,0.0,6.198808193206787,1,1,164,164.0,25.0,24.077709197998047,25.0,preventive,164,25.0,24.077709197998047,1,1,0,0,0.0,1.0,0.0,1.0,seed_123_a_0.04
18,25.0,195,1,195,0.0,5.051207065582275,1,1,170,173.0,25.0,24.48545265197754,22.0,failure,170,25.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
22,25.0,202,1,202,0.0,5.13314962387085,1,1,177,171.0,25.0,24.955839157104492,31.0,preventive,171,31.0,24.955839157104492,1,1,0,1,6.0,1.3,0.0,1.3,seed_123_a_0.04
24,25.0,147,1,147,0.0,3.1632211208343506,1,1,122,128.0,25.0,23.260478973388672,19.0,failure,122,25.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
32,25.0,191,1,191,0.0,4.06658411026001,1,1,166,166.0,25.0,24.57259178161621,25.0,preventive,166,25.0,24.57259178161621,1,1,0,0,0.0,1.0,0.0,1.0,seed_123_a_0.04
38,25.0,194,1,194,0.0,6.410910606384277,1,1,169,170.0,25.0,24.462581634521484,24.0,failure,169,25.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
39,25.0,128,1,128,0.0,3.9022469520568848,1,1,103,114.0,25.0,23.043819427490234,14.0,failure,103,25.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
41,25.0,216,1,216,0.0,7.124955654144287,1,1,191,189.0,25.0,22.987775802612305,27.0,preventive,189,27.0,22.987775802612305,1,1,0,1,2.0,1.1,0.0,1.1,seed_123_a_0.04
51,25.0,213,1,213,0.0,3.9013495445251465,1,1,188,185.0,25.0,23.19623565673828,28.0,preventive,185,28.0,23.19623565673828,1,1,0,1,3.0,1.15,0.0,1.15,seed_123_a_0.04
54,25.0,257,1,257,0.0,4.107542991638184,1,1,232,228.0,25.0,24.435440063476562,29.0,preventive,228,29.0,24.435440063476562,1,1,0,1,4.0,1.2,0.0,1.2,seed_123_a_0.04
66,25.0,202,1,202,0.0,6.057210922241211,1,1,177,170.0,25.0,24.616230010986328,32.0,preventive,170,32.0,24.616230010986328,1,1,0,1,7.0,1.35,0.0,1.35,seed_123_a_0.04
67,25.0,313,1,313,0.0,5.777041435241699,1,1,288,283.0,25.0,22.412212371826172,30.0,preventive,283,30.0,22.412212371826172,1,1,0,1,5.0,1.25,0.0,1.25,seed_123_a_0.04
72,25.0,213,1,213,0.0,3.2503833770751953,1,1,188,194.0,25.0,23.746835708618164,19.0,failure,188,25.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
73,25.0,213,1,213,0.0,4.374186038970947,1,1,188,175.0,25.0,23.11246109008789,38.0,preventive,175,38.0,23.11246109008789,1,1,0,1,13.0,1.65,0.0,1.65,seed_123_a_0.04
80,25.0,185,1,185,0.0,5.076035022735596,1,1,160,158.0,25.0,24.300457000732422,27.0,preventive,158,27.0,24.300457000732422,1,1,0,1,2.0,1.1,0.0,1.1,seed_123_a_0.04
82,25.0,214,1,214,0.0,4.514172554016113,1,1,189,190.0,25.0,23.105926513671875,24.0,failure,189,25.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
93,25.0,155,1,155,0.0,5.0684733390808105,1,1,130,135.0,25.0,24.937870025634766,20.0,failure,130,25.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
95,25.0,283,1,283,0.0,4.877046585083008,1,1,258,256.0,25.0,24.650035858154297,27.0,preventive,256,27.0,24.650035858154297,1,1,0,1,2.0,1.1,0.0,1.1,seed_123_a_0.04
100,25.0,200,1,200,0.0,5.109248161315918,1,1,175,171.0,25.0,23.93551254272461,29.0,preventive,171,29.0,23.93551254272461,1,1,0,1,4.0,1.2,0.0,1.2,seed_123_a_0.04
2,30.0,287,1,287,0.0,5.197025299072266,1,1,257,249.0,30.0,28.918682098388672,38.0,preventive,249,38.0,28.918682098388672,1,1,0,1,8.0,1.4,0.0,1.4,seed_123_a_0.04
4,30.0,189,1,189,0.0,6.198808193206787,1,1,159,161.0,30.0,29.041662216186523,28.0,failure,159,30.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
18,30.0,195,1,195,0.0,5.051207065582275,1,1,165,167.0,30.0,27.091156005859375,28.0,failure,165,30.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
22,30.0,202,1,202,0.0,5.13314962387085,1,1,172,161.0,30.0,29.294322967529297,41.0,preventive,161,41.0,29.294322967529297,1,1,0,1,11.0,1.55,0.0,1.55,seed_123_a_0.04
24,30.0,147,1,147,0.0,3.1632211208343506,1,1,117,125.0,30.0,26.83616065979004,22.0,failure,117,30.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
32,30.0,191,1,191,0.0,4.06658411026001,1,1,161,163.0,30.0,28.749603271484375,28.0,failure,161,30.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
38,30.0,194,1,194,0.0,6.410910606384277,1,1,164,168.0,30.0,27.95737648010254,26.0,failure,164,30.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
39,30.0,128,1,128,0.0,3.9022469520568848,1,1,98,112.0,30.0,26.07228660583496,16.0,failure,98,30.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
41,30.0,216,1,216,0.0,7.124955654144287,1,1,186,185.0,30.0,29.645946502685547,31.0,preventive,185,31.0,29.645946502685547,1,1,0,1,1.0,1.05,0.0,1.05,seed_123_a_0.04
51,30.0,213,1,213,0.0,3.9013495445251465,1,1,183,180.0,30.0,29.51507568359375,33.0,preventive,180,33.0,29.51507568359375,1,1,0,1,3.0,1.15,0.0,1.15,seed_123_a_0.04
54,30.0,257,1,257,0.0,4.107542991638184,1,1,227,218.0,30.0,29.16571044921875,39.0,preventive,218,39.0,29.16571044921875,1,1,0,1,9.0,1.45,0.0,1.45,seed_123_a_0.04
66,30.0,202,1,202,0.0,6.057210922241211,1,1,172,166.0,30.0,28.803150177001953,36.0,preventive,166,36.0,28.803150177001953,1,1,0,1,6.0,1.3,0.0,1.3,seed_123_a_0.04
67,30.0,313,1,313,0.0,5.777041435241699,1,1,283,280.0,30.0,28.06915855407715,33.0,preventive,280,33.0,28.06915855407715,1,1,0,1,3.0,1.15,0.0,1.15,seed_123_a_0.04
72,30.0,213,1,213,0.0,3.2503833770751953,1,1,183,189.0,30.0,28.080463409423828,24.0,failure,183,30.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
73,30.0,213,1,213,0.0,4.374186038970947,1,1,183,171.0,30.0,28.009313583374023,42.0,preventive,171,42.0,28.009313583374023,1,1,0,1,12.0,1.6,0.0,1.6,seed_123_a_0.04
80,30.0,185,1,185,0.0,5.076035022735596,1,1,155,154.0,30.0,28.03533363342285,31.0,preventive,154,31.0,28.03533363342285,1,1,0,1,1.0,1.05,0.0,1.05,seed_123_a_0.04
82,30.0,214,1,214,0.0,4.514172554016113,1,1,184,184.0,30.0,29.917470932006836,30.0,preventive,184,30.0,29.917470932006836,1,1,0,0,0.0,1.0,0.0,1.0,seed_123_a_0.04
93,30.0,155,1,155,0.0,5.0684733390808105,1,1,125,133.0,30.0,28.603878021240234,22.0,failure,125,30.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
95,30.0,283,1,283,0.0,4.877046585083008,1,1,253,252.0,30.0,29.734350204467773,31.0,preventive,252,31.0,29.734350204467773,1,1,0,1,1.0,1.05,0.0,1.05,seed_123_a_0.04
100,30.0,200,1,200,0.0,5.109248161315918,1,1,170,167.0,30.0,28.796207427978516,33.0,preventive,167,33.0,28.796207427978516,1,1,0,1,3.0,1.15,0.0,1.15,seed_123_a_0.04
2,35.0,287,1,287,0.0,5.197025299072266,1,1,252,248.0,35.0,31.946533203125,39.0,preventive,248,39.0,31.946533203125,1,1,0,1,4.0,1.2,0.0,1.2,seed_123_a_0.04
4,35.0,189,1,189,0.0,6.198808193206787,1,1,154,158.0,35.0,31.219005584716797,31.0,failure,154,35.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
18,35.0,195,1,195,0.0,5.051207065582275,1,1,160,162.0,35.0,34.02923583984375,33.0,failure,160,35.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
22,35.0,202,1,202,0.0,5.13314962387085,1,1,167,159.0,35.0,31.711292266845703,43.0,preventive,159,43.0,31.711292266845703,1,1,0,1,8.0,1.4,0.0,1.4,seed_123_a_0.04
24,35.0,147,1,147,0.0,3.1632211208343506,1,1,112,124.0,35.0,34.3941650390625,23.0,failure,112,35.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
32,35.0,191,1,191,0.0,4.06658411026001,1,1,156,161.0,35.0,30.741374969482422,30.0,failure,156,35.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
38,35.0,194,1,194,0.0,6.410910606384277,1,1,159,155.0,35.0,34.18059539794922,39.0,preventive,155,39.0,34.18059539794922,1,1,0,1,4.0,1.2,0.0,1.2,seed_123_a_0.04
39,35.0,128,1,128,0.0,3.9022469520568848,1,1,93,107.0,35.0,33.46532440185547,21.0,failure,93,35.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
41,35.0,216,1,216,0.0,7.124955654144287,1,1,181,182.0,35.0,34.563499450683594,34.0,failure,181,35.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
51,35.0,213,1,213,0.0,3.9013495445251465,1,1,178,172.0,35.0,34.19033432006836,41.0,preventive,172,41.0,34.19033432006836,1,1,0,1,6.0,1.3,0.0,1.3,seed_123_a_0.04
54,35.0,257,1,257,0.0,4.107542991638184,1,1,222,216.0,35.0,34.91773223876953,41.0,preventive,216,41.0,34.91773223876953,1,1,0,1,6.0,1.3,0.0,1.3,seed_123_a_0.04
66,35.0,202,1,202,0.0,6.057210922241211,1,1,167,164.0,35.0,34.39128875732422,38.0,preventive,164,38.0,34.39128875732422,1,1,0,1,3.0,1.15,0.0,1.15,seed_123_a_0.04
67,35.0,313,1,313,0.0,5.777041435241699,1,1,278,273.0,35.0,34.86204528808594,40.0,preventive,273,40.0,34.86204528808594,1,1,0,1,5.0,1.25,0.0,1.25,seed_123_a_0.04
72,35.0,213,1,213,0.0,3.2503833770751953,1,1,178,178.0,35.0,33.210506439208984,35.0,preventive,178,35.0,33.210506439208984,1,1,0,0,0.0,1.0,0.0,1.0,seed_123_a_0.04
73,35.0,213,1,213,0.0,4.374186038970947,1,1,178,163.0,35.0,34.2382698059082,50.0,preventive,163,50.0,34.2382698059082,1,1,0,1,15.0,1.75,0.0,1.75,seed_123_a_0.04
80,35.0,185,1,185,0.0,5.076035022735596,1,1,150,152.0,35.0,32.49561309814453,33.0,failure,150,35.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
82,35.0,214,1,214,0.0,4.514172554016113,1,1,179,181.0,35.0,32.4185905456543,33.0,failure,179,35.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
