unit_id,threshold,num_windows,first_cycle,last_cycle,last_true_rul,last_decision_rul,true_cross_exists,pred_cross_exists,true_cross_cycle,pred_cross_cycle,true_cross_rul,pred_cross_rul,pred_cross_true_rul,action,action_cycle,action_true_rul,action_pred_rul,preventive_action,protected_danger,failure_event,unnecessary_maintenance,early_lead,maintenance_cost,failure_cost,total_cost,run_dir
82,10.0,214,1,214,0.0,0.7129453420639038,1,1,204,201.0,10.0,8.534347534179688,13.0,preventive,201,13.0,8.534347534179688,1,1,0,1,3.0,1.15,0.0,1.15,seed_123_a_0.04
93,10.0,155,1,155,0.0,1.3562227487564087,1,1,145,146.0,10.0,9.614662170410156,9.0,failure,145,10.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
95,10.0,283,1,283,0.0,3.8235692977905273,1,1,273,272.0,10.0,9.355155944824219,11.0,preventive,272,11.0,9.355155944824219,1,1,0,1,1.0,1.05,0.0,1.05,seed_123_a_0.04
100,10.0,200,1,200,0.0,3.8753488063812256,1,1,190,191.0,10.0,9.7525053024292,9.0,failure,190,10.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
2,15.0,287,1,287,0.0,2.4140467643737793,1,1,272,271.0,15.0,12.56702995300293,16.0,preventive,271,16.0,12.56702995300293,1,1,0,1,1.0,1.05,0.0,1.05,seed_123_a_0.04
4,15.0,189,1,189,0.0,1.1130144596099854,1,1,174,172.0,15.0,14.3131685256958,17.0,preventive,172,17.0,14.3131685256958,1,1,0,1,2.0,1.1,0.0,1.1,seed_123_a_0.04
18,15.0,195,1,195,0.0,0.4372037649154663,1,1,180,181.0,15.0,13.447927474975586,14.0,failure,180,15.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
22,15.0,202,1,202,0.0,3.5474281311035156,1,1,187,188.0,15.0,13.631760597229004,14.0,failure,187,15.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
24,15.0,147,1,147,0.0,0.9060249328613281,1,1,132,135.0,15.0,14.630959510803223,12.0,failure,132,15.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
32,15.0,191,1,191,0.0,3.9634718894958496,1,1,176,174.0,15.0,14.511499404907227,17.0,preventive,174,17.0,14.511499404907227,1,1,0,1,2.0,1.1,0.0,1.1,seed_123_a_0.04
38,15.0,194,1,194,0.0,2.39351749420166,1,1,179,185.0,15.0,13.988753318786621,9.0,failure,179,15.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
39,15.0,128,1,128,0.0,2.297802686691284,1,1,113,118.0,15.0,12.044537544250488,10.0,failure,113,15.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
41,15.0,216,1,216,0.0,1.825953483581543,1,1,201,204.0,15.0,14.395768165588379,12.0,failure,201,15.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
51,15.0,213,1,213,0.0,0.30709221959114075,1,1,198,197.0,15.0,14.126614570617676,16.0,preventive,197,16.0,14.126614570617676,1,1,0,1,1.0,1.05,0.0,1.05,seed_123_a_0.04
54,15.0,257,1,257,0.0,2.587541103363037,1,1,242,238.0,15.0,14.65141773223877,19.0,preventive,238,19.0,14.65141773223877,1,1,0,1,4.0,1.2,0.0,1.2,seed_123_a_0.04
66,15.0,202,1,202,0.0,3.3369319438934326,1,1,187,185.0,15.0,14.873381614685059,17.0,preventive,185,17.0,14.873381614685059,1,1,0,1,2.0,1.1,0.0,1.1,seed_123_a_0.04
67,15.0,313,1,313,0.0,3.934272289276123,1,1,298,296.0,15.0,14.847987174987793,17.0,preventive,296,17.0,14.847987174987793,1,1,0,1,2.0,1.1,0.0,1.1,seed_123_a_0.04
72,15.0,213,1,213,0.0,3.906810760498047,1,1,198,201.0,15.0,13.726791381835938,12.0,failure,198,15.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
73,15.0,213,1,213,0.0,2.596545696258545,1,1,198,195.0,15.0,14.41382884979248,18.0,preventive,195,18.0,14.41382884979248,1,1,0,1,3.0,1.15,0.0,1.15,seed_123_a_0.04
80,15.0,185,1,185,0.0,2.6969103813171387,1,1,170,173.0,15.0,14.863158226013184,12.0,failure,170,15.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
82,15.0,214,1,214,0.0,0.7129453420639038,1,1,199,197.0,15.0,13.423249244689941,17.0,preventive,197,17.0,13.423249244689941,1,1,0,1,2.0,1.1,0.0,1.1,seed_123_a_0.04
93,15.0,155,1,155,0.0,1.3562227487564087,1,1,140,143.0,15.0,13.907585144042969,12.0,failure,140,15.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
95,15.0,283,1,283,0.0,3.8235692977905273,1,1,268,270.0,15.0,13.828682899475098,13.0,failure,268,15.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
100,15.0,200,1,200,0.0,3.8753488063812256,1,1,185,189.0,15.0,13.067214965820312,11.0,failure,185,15.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
2,20.0,287,1,287,0.0,2.4140467643737793,1,1,267,269.0,20.0,19.247629165649414,18.0,failure,267,20.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
4,20.0,189,1,189,0.0,1.1130144596099854,1,1,169,169.0,20.0,19.734968185424805,20.0,preventive,169,20.0,19.734968185424805,1,1,0,0,0.0,1.0,0.0,1.0,seed_123_a_0.04
18,20.0,195,1,195,0.0,0.4372037649154663,1,1,175,178.0,20.0,18.330720901489258,17.0,failure,175,20.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
22,20.0,202,1,202,0.0,3.5474281311035156,1,1,182,179.0,20.0,18.41806983947754,23.0,preventive,179,23.0,18.41806983947754,1,1,0,1,3.0,1.15,0.0,1.15,seed_123_a_0.04
24,20.0,147,1,147,0.0,0.9060249328613281,1,1,127,133.0,20.0,19.140790939331055,14.0,failure,127,20.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
32,20.0,191,1,191,0.0,3.9634718894958496,1,1,171,168.0,20.0,19.367464065551758,23.0,preventive,168,23.0,19.367464065551758,1,1,0,1,3.0,1.15,0.0,1.15,seed_123_a_0.04
38,20.0,194,1,194,0.0,2.39351749420166,1,1,174,178.0,20.0,18.8499755859375,16.0,failure,174,20.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
39,20.0,128,1,128,0.0,2.297802686691284,1,1,108,115.0,20.0,19.05448341369629,13.0,failure,108,20.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
41,20.0,216,1,216,0.0,1.825953483581543,1,1,196,198.0,20.0,19.592222213745117,18.0,failure,196,20.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
51,20.0,213,1,213,0.0,0.30709221959114075,1,1,193,194.0,20.0,19.0532283782959,19.0,failure,193,20.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
54,20.0,257,1,257,0.0,2.587541103363037,1,1,237,234.0,20.0,19.281234741210938,23.0,preventive,234,23.0,19.281234741210938,1,1,0,1,3.0,1.15,0.0,1.15,seed_123_a_0.04
66,20.0,202,1,202,0.0,3.3369319438934326,1,1,182,180.0,20.0,19.976415634155273,22.0,preventive,180,22.0,19.976415634155273,1,1,0,1,2.0,1.1,0.0,1.1,seed_123_a_0.04
67,20.0,313,1,313,0.0,3.934272289276123,1,1,293,293.0,20.0,19.62068748474121,20.0,preventive,293,20.0,19.62068748474121,1,1,0,0,0.0,1.0,0.0,1.0,seed_123_a_0.04
72,20.0,213,1,213,0.0,3.906810760498047,1,1,193,196.0,20.0,18.32142448425293,17.0,failure,193,20.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
73,20.0,213,1,213,0.0,2.596545696258545,1,1,193,192.0,20.0,19.809694290161133,21.0,preventive,192,21.0,19.809694290161133,1,1,0,1,1.0,1.05,0.0,1.05,seed_123_a_0.04
80,20.0,185,1,185,0.0,2.6969103813171387,1,1,165,170.0,20.0,19.059585571289062,15.0,failure,165,20.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
82,20.0,214,1,214,0.0,0.7129453420639038,1,1,194,195.0,20.0,17.4892578125,19.0,failure,194,20.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
93,20.0,155,1,155,0.0,1.3562227487564087,1,1,135,136.0,20.0,19.32504653930664,19.0,failure,135,20.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
95,20.0,283,1,283,0.0,3.8235692977905273,1,1,263,265.0,20.0,18.109025955200195,18.0,failure,263,20.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
100,20.0,200,1,200,0.0,3.8753488063812256,1,1,180,184.0,20.0,18.719581604003906,16.0,failure,180,20.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
2,25.0,287,1,287,0.0,2.4140467643737793,1,1,262,259.0,25.0,24.870237350463867,28.0,preventive,259,28.0,24.870237350463867,1,1,0,1,3.0,1.15,0.0,1.15,seed_123_a_0.04
4,25.0,189,1,189,0.0,1.1130144596099854,1,1,164,164.0,25.0,24.216402053833008,25.0,preventive,164,25.0,24.216402053833008,1,1,0,0,0.0,1.0,0.0,1.0,seed_123_a_0.04
18,25.0,195,1,195,0.0,0.4372037649154663,1,1,170,174.0,25.0,23.61271095275879,21.0,failure,170,25.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
22,25.0,202,1,202,0.0,3.5474281311035156,1,1,177,173.0,25.0,24.783897399902344,29.0,preventive,173,29.0,24.783897399902344,1,1,0,1,4.0,1.2,0.0,1.2,seed_123_a_0.04
24,25.0,147,1,147,0.0,0.9060249328613281,1,1,122,127.0,25.0,22.983474731445312,20.0,failure,122,25.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
32,25.0,191,1,191,0.0,3.9634718894958496,1,1,166,166.0,25.0,24.866926193237305,25.0,preventive,166,25.0,24.866926193237305,1,1,0,0,0.0,1.0,0.0,1.0,seed_123_a_0.04
38,25.0,194,1,194,0.0,2.39351749420166,1,1,169,175.0,25.0,24.34797477722168,19.0,failure,169,25.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
39,25.0,128,1,128,0.0,2.297802686691284,1,1,103,113.0,25.0,23.706113815307617,15.0,failure,103,25.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
41,25.0,216,1,216,0.0,1.825953483581543,1,1,191,189.0,25.0,24.12763023376465,27.0,preventive,189,27.0,24.12763023376465,1,1,0,1,2.0,1.1,0.0,1.1,seed_123_a_0.04
51,25.0,213,1,213,0.0,0.30709221959114075,1,1,188,190.0,25.0,23.41632652282715,23.0,failure,188,25.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
54,25.0,257,1,257,0.0,2.587541103363037,1,1,232,231.0,25.0,23.536962509155273,26.0,preventive,231,26.0,23.536962509155273,1,1,0,1,1.0,1.05,0.0,1.05,seed_123_a_0.04
66,25.0,202,1,202,0.0,3.3369319438934326,1,1,177,171.0,25.0,24.346277236938477,31.0,preventive,171,31.0,24.346277236938477,1,1,0,1,6.0,1.3,0.0,1.3,seed_123_a_0.04
67,25.0,313,1,313,0.0,3.934272289276123,1,1,288,284.0,25.0,22.93465232849121,29.0,preventive,284,29.0,22.93465232849121,1,1,0,1,4.0,1.2,0.0,1.2,seed_123_a_0.04
72,25.0,213,1,213,0.0,3.906810760498047,1,1,188,194.0,25.0,24.378297805786133,19.0,failure,188,25.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
73,25.0,213,1,213,0.0,2.596545696258545,1,1,188,180.0,25.0,24.377229690551758,33.0,preventive,180,33.0,24.377229690551758,1,1,0,1,8.0,1.4,0.0,1.4,seed_123_a_0.04
80,25.0,185,1,185,0.0,2.6969103813171387,1,1,160,166.0,25.0,24.2058048248291,19.0,failure,160,25.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
82,25.0,214,1,214,0.0,0.7129453420639038,1,1,189,191.0,25.0,24.3057861328125,23.0,failure,189,25.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
93,25.0,155,1,155,0.0,1.3562227487564087,1,1,130,134.0,25.0,23.652647018432617,21.0,failure,130,25.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
95,25.0,283,1,283,0.0,3.8235692977905273,1,1,258,258.0,25.0,23.64679527282715,25.0,preventive,258,25.0,23.64679527282715,1,1,0,0,0.0,1.0,0.0,1.0,seed_123_a_0.04
100,25.0,200,1,200,0.0,3.8753488063812256,1,1,175,179.0,25.0,24.160573959350586,21.0,failure,175,25.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
2,30.0,287,1,287,0.0,2.4140467643737793,1,1,257,249.0,30.0,29.57855796813965,38.0,preventive,249,38.0,29.57855796813965,1,1,0,1,8.0,1.4,0.0,1.4,seed_123_a_0.04
4,30.0,189,1,189,0.0,1.1130144596099854,1,1,159,162.0,30.0,29.81852912902832,27.0,failure,159,30.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
18,30.0,195,1,195,0.0,0.4372037649154663,1,1,165,166.0,30.0,29.05005645751953,29.0,failure,165,30.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
22,30.0,202,1,202,0.0,3.5474281311035156,1,1,172,171.0,30.0,27.539226531982422,31.0,preventive,171,31.0,27.539226531982422,1,1,0,1,1.0,1.05,0.0,1.05,seed_123_a_0.04
24,30.0,147,1,147,0.0,0.9060249328613281,1,1,117,124.0,30.0,28.66726303100586,23.0,failure,117,30.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
32,30.0,191,1,191,0.0,3.9634718894958496,1,1,161,163.0,30.0,29.80675506591797,28.0,failure,161,30.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
38,30.0,194,1,194,0.0,2.39351749420166,1,1,164,167.0,30.0,29.931425094604492,27.0,failure,164,30.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
39,30.0,128,1,128,0.0,2.297802686691284,1,1,98,110.0,30.0,29.44056510925293,18.0,failure,98,30.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
41,30.0,216,1,216,0.0,1.825953483581543,1,1,186,187.0,30.0,29.535602569580078,29.0,failure,186,30.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
51,30.0,213,1,213,0.0,0.30709221959114075,1,1,183,185.0,30.0,28.132383346557617,28.0,failure,183,30.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
54,30.0,257,1,257,0.0,2.587541103363037,1,1,227,225.0,30.0,28.74384307861328,32.0,preventive,225,32.0,28.74384307861328,1,1,0,1,2.0,1.1,0.0,1.1,seed_123_a_0.04
66,30.0,202,1,202,0.0,3.3369319438934326,1,1,172,165.0,30.0,29.275217056274414,37.0,preventive,165,37.0,29.275217056274414,1,1,0,1,7.0,1.35,0.0,1.35,seed_123_a_0.04
67,30.0,313,1,313,0.0,3.934272289276123,1,1,283,280.0,30.0,28.706806182861328,33.0,preventive,280,33.0,28.706806182861328,1,1,0,1,3.0,1.15,0.0,1.15,seed_123_a_0.04
72,30.0,213,1,213,0.0,3.906810760498047,1,1,183,189.0,30.0,29.123003005981445,24.0,failure,183,30.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
73,30.0,213,1,213,0.0,2.596545696258545,1,1,183,172.0,30.0,27.233957290649414,41.0,preventive,172,41.0,27.233957290649414,1,1,0,1,11.0,1.55,0.0,1.55,seed_123_a_0.04
80,30.0,185,1,185,0.0,2.6969103813171387,1,1,155,156.0,30.0,28.88382339477539,29.0,failure,155,30.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
82,30.0,214,1,214,0.0,0.7129453420639038,1,1,184,188.0,30.0,27.271305084228516,26.0,failure,184,30.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
93,30.0,155,1,155,0.0,1.3562227487564087,1,1,125,127.0,30.0,29.93686866760254,28.0,failure,125,30.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
95,30.0,283,1,283,0.0,3.8235692977905273,1,1,253,254.0,30.0,28.485017776489258,29.0,failure,253,30.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
100,30.0,200,1,200,0.0,3.8753488063812256,1,1,170,172.0,30.0,29.79990577697754,28.0,failure,170,30.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
2,35.0,287,1,287,0.0,2.4140467643737793,1,1,252,237.0,35.0,34.81650161743164,50.0,preventive,237,50.0,34.81650161743164,1,1,0,1,15.0,1.75,0.0,1.75,seed_123_a_0.04
4,35.0,189,1,189,0.0,1.1130144596099854,1,1,154,158.0,35.0,34.904563903808594,31.0,failure,154,35.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
18,35.0,195,1,195,0.0,0.4372037649154663,1,1,160,162.0,35.0,33.973270416259766,33.0,failure,160,35.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
22,35.0,202,1,202,0.0,3.5474281311035156,1,1,167,160.0,35.0,33.7569694519043,42.0,preventive,160,42.0,33.7569694519043,1,1,0,1,7.0,1.35,0.0,1.35,seed_123_a_0.04
24,35.0,147,1,147,0.0,0.9060249328613281,1,1,112,122.0,35.0,32.949623107910156,25.0,failure,112,35.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
32,35.0,191,1,191,0.0,3.9634718894958496,1,1,156,160.0,35.0,34.49649429321289,31.0,failure,156,35.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
38,35.0,194,1,194,0.0,2.39351749420166,1,1,159,155.0,35.0,34.353843688964844,39.0,preventive,155,39.0,34.353843688964844,1,1,0,1,4.0,1.2,0.0,1.2,seed_123_a_0.04
39,35.0,128,1,128,0.0,2.297802686691284,1,1,93,103.0,35.0,33.04487991333008,25.0,failure,93,35.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
41,35.0,216,1,216,0.0,1.825953483581543,1,1,181,184.0,35.0,32.30856704711914,32.0,failure,181,35.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
51,35.0,213,1,213,0.0,0.30709221959114075,1,1,178,179.0,35.0,34.5298957824707,34.0,failure,178,35.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
54,35.0,257,1,257,0.0,2.587541103363037,1,1,222,216.0,35.0,34.664825439453125,41.0,preventive,216,41.0,34.664825439453125,1,1,0,1,6.0,1.3,0.0,1.3,seed_123_a_0.04
66,35.0,202,1,202,0.0,3.3369319438934326,1,1,167,164.0,35.0,32.803733825683594,38.0,preventive,164,38.0,32.803733825683594,1,1,0,1,3.0,1.15,0.0,1.15,seed_123_a_0.04
67,35.0,313,1,313,0.0,3.934272289276123,1,1,278,276.0,35.0,33.36357498168945,37.0,preventive,276,37.0,33.36357498168945,1,1,0,1,2.0,1.1,0.0,1.1,seed_123_a_0.04
72,35.0,213,1,213,0.0,3.906810760498047,1,1,178,177.0,35.0,33.31599807739258,36.0,preventive,177,36.0,33.31599807739258,1,1,0,1,1.0,1.05,0.0,1.05,seed_123_a_0.04
73,35.0,213,1,213,0.0,2.596545696258545,1,1,178,169.0,35.0,34.76704788208008,44.0,preventive,169,44.0,34.76704788208008,1,1,0,1,9.0,1.45,0.0,1.45,seed_123_a_0.04
80,35.0,185,1,185,0.0,2.6969103813171387,1,1,150,153.0,35.0,34.116783142089844,32.0,failure,150,35.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
82,35.0,214,1,214,0.0,0.7129453420639038,1,1,179,182.0,35.0,34.5761604309082,32.0,failure,179,35.0,,0,0,1,0,0.0,0.0,10.0,10.0,seed_123_a_0.04
